time,polarity,subjectivity,bad,depressed,encouraged,happy,joy,loving
2020-05-20 00:00:00,0.12021589451053809,0.3500451090167421,0.2854652170174381,0.15046916664280985,0.03780351748174093,0.04305438905185276,0.051874067510312184,0.37120486315149726
2020-05-20 00:01:00,0.054498720574088215,0.3378939712248536,0.2639996318213354,0.14795464010950288,0.029104845819849977,0.03735513249476412,0.04201783530658653,0.42401781701311547
2020-05-20 00:02:00,0.03111180895665497,0.3471230383155638,0.28066982366500176,0.14233484804293234,0.024969459189024778,0.029084002000659862,0.03143403762243743,0.438682631168773
2020-05-20 00:03:00,0.054356431687816564,0.3730038346944822,0.2645950771589963,0.15175998405112237,0.023914767334788586,0.03080235315991372,0.04493494028174239,0.42732805312651295
2020-05-20 00:04:00,0.023768750539583872,0.319612696894748,0.32666573486202316,0.16409766839784332,0.01752962761362559,0.031072774305404238,0.026764902132536753,0.3710250754832702
2020-05-20 00:05:00,0.040652403401953766,0.36171966971877045,0.309870808206502,0.16984795374059194,0.020368174001023594,0.030701100827324232,0.030256582286810284,0.3739236946826549
2020-05-20 00:06:00,0.077891536634572,0.3704779709237074,0.3299591624026382,0.16728965087537473,0.022987249120918856,0.027025459313349987,0.029709264647806762,0.3595840267894793
2020-05-20 00:07:00,0.07158358761608762,0.3783634091834094,0.32269890210637825,0.16233975918777288,0.015950781207709867,0.027340739296814718,0.024576894692577185,0.3812859301567074
2020-05-20 00:08:00,0.08704490160963375,0.3921874570535283,0.31017126941255163,0.14356458786590207,0.02574778325412939,0.03212514900295359,0.03960657528181054,0.38961146138535657
2020-05-20 00:09:00,0.09821824871460796,0.3428841909618607,0.3035391654832813,0.18838997484434586,0.02272946294980685,0.03554010719073975,0.035481850879413704,0.3456862476627222
2020-05-20 00:10:00,0.0624095406907907,0.31806897963147973,0.310402213037611,0.16388613642154198,0.032886635014100545,0.042742029108796285,0.04235961898522771,0.34654299615738576
2020-05-20 00:11:00,0.058797990498202383,0.35072492479272127,0.31612974154847767,0.16587545929434197,0.023188019656664678,0.03046654620219158,0.03265228393435971,0.37539249055691304
2020-05-20 00:12:00,0.08665818561143764,0.37169676341424307,0.31600295577749704,0.15590121700834578,0.02279566942507918,0.03858726195467281,0.028566044600880584,0.37990668567268393
2020-05-20 00:13:00,0.056483930275760985,0.3568817415815447,0.31530771701043014,0.1697200870457175,0.019783491940455204,0.026470916219893736,0.031879027490294615,0.3711524620564187
2020-05-20 00:14:00,0.04199642852952956,0.35575988439228856,0.3042763812939861,0.16168047166653063,0.024188577020432873,0.034866480160431826,0.03249782586733621,0.38302594170540283
2020-05-20 00:15:00,0.11875576694315841,0.39156831626449684,0.3250088662535846,0.15606996721039146,0.0320260878293486,0.039118882595824384,0.03603696154976009,0.3602494234954859
2020-05-20 00:16:00,0.09639153144834962,0.3523357576766668,0.30750867859028946,0.1623751238458407,0.023544103272805903,0.032870665890491785,0.03408124081186271,0.37265216105884225
2020-05-20 00:17:00,0.10848715246631918,0.3584193945027278,0.3141742481153693,0.16711803734447253,0.019761646400132817,0.029449608037918903,0.02949579078709314,0.3741118992502623
2020-05-20 00:18:00,0.09065635589608805,0.4025759948605187,0.3375878705401971,0.17525203633880926,0.02461333275549154,0.025728057069390787,0.029376845996968777,0.34963398990802325
2020-05-20 00:19:00,0.05706408265647396,0.36813315549185116,0.31110177709741277,0.1628025151870173,0.031187976916161098,0.03818630973721314,0.04511406459718021,0.350798090257803
