time,polarity,subjectivity,bad,depressed,encouraged,happy,joy,loving
2020-05-13 00:00:00,0.10214082463864697,0.34378684992578734,0.30174195811462307,0.15344412204597443,0.03809445556921223,0.036529445864486865,0.04860741398946527,0.3655109278428142
2020-05-13 00:01:00,0.07328913113635337,0.2971303644914756,0.30385859684769784,0.16011094116971109,0.030364710396288803,0.03165653353436712,0.04345869903601505,0.37725619752055517
2020-05-13 00:02:00,0.09922493997599038,0.3789126104987448,0.2844444900998198,0.16208434281823797,0.028282728872778082,0.039664471493836596,0.04221426113317285,0.37475705822524175
2020-05-13 00:03:00,0.06202266540491177,0.3053622776847415,0.308623968450474,0.1877361483641637,0.02230522389796285,0.026864397880806634,0.03022900815129948,0.3615295341825514
2020-05-13 00:04:00,0.08356241462241464,0.32542897065897053,0.33041664894949646,0.1726131584206596,0.02560460802091697,0.02893334826516957,0.033237408157201796,0.34804762270115297
2020-05-13 00:05:00,0.06746705599937947,0.339936538228523,0.3166416743641107,0.1743127926694644,0.02612713227059597,0.03221857938873279,0.03390643526105984,0.3524487362996814
2020-05-13 00:06:00,0.09809865651532322,0.350633619716953,0.33340438839094294,0.16097316992451302,0.026323370803960737,0.034525916782089355,0.036911618228852375,0.3514971071686424
2020-05-13 00:07:00,0.04175449974114095,0.307560198495313,0.33328082391775377,0.18342375322173968,0.0252641490639531,0.03218484389228246,0.03508817020645417,0.3310672709236683
2020-05-13 00:08:00,0.010801059006218508,0.31869969077806376,0.3214916871220339,0.16849192358691537,0.02406349874902202,0.0278902061144858,0.03278419165273151,0.3649799163852415
2020-05-13 00:09:00,0.04164674364083546,0.3539220749548671,0.328356220595147,0.18147171555676983,0.028814216405190378,0.03264572128141997,0.039442867399038115,0.3333016955436585
2020-05-13 00:10:00,0.08838068068801153,0.35560116414322246,0.3281001130005614,0.17344785918564748,0.023896034364717995,0.026479680003793204,0.030734089514531323,0.3569532161123595
2020-05-13 00:11:00,0.10403884280985118,0.38303657826767074,0.32270265286793237,0.16248208399215897,0.027793242046847022,0.030168640522102396,0.03501903492601927,0.3642663620099297
2020-05-13 00:12:00,0.028051098917326985,0.33225932307620903,0.32576553262474034,0.17698198615784222,0.02349832270217558,0.03138873007323757,0.0318578134462944,0.3498203890365465
2020-05-13 00:13:00,0.06784159625191132,0.31840483620564924,0.3098699164508683,0.1697750960294975,0.0293438050291718,0.038393393359386,0.04143513000706928,0.3491033125456754
2020-05-13 00:14:00,0.05268472530005267,0.31701168716644906,0.3625495270205041,0.17454601865805064,0.01587733733732374,0.019400125460360653,0.0205908237669382,0.3479476118432578
2020-05-13 00:15:00,0.034968346751170505,0.3616504324726318,0.306654278812059,0.15757057785545225,0.0410471940395623,0.03702345542659192,0.04609924242866695,0.36098219643861185
2020-05-13 00:16:00,0.07604503245988944,0.33979565632108005,0.3227278754049498,0.16558394716424626,0.022203199376153643,0.029170105933600345,0.029354850270715747,0.3734537496278845
2020-05-13 00:17:00,0.04073603874733897,0.32505885979100274,0.3202214979618685,0.17093229641991806,0.015138775008646398,0.030094391196493795,0.024038233918084018,0.3793888399735655
2020-05-13 00:18:00,0.0931215803872054,0.411118326118326,0.33858213489535655,0.1756352029494034,0.02305489455560772,0.025760988304878236,0.0319715356136839,0.34410157757398907
2020-05-13 00:19:00,0.08667410581134745,0.35796870561634336,0.33071192454337694,0.17049731942916685,0.03172507525607114,0.03717792492172,0.038501732437698194,0.33824350048263446
2020-05-13 00:20:00,0.05147695898123145,0.3090769690379065,0.3213329147629338,0.16519966255475538,0.02287944064934644,0.025767658018895023,0.027985702527623224,0.3799153563754767
2020-05-13 00:21:00,0.08346688982869448,0.363838438946688,0.31417286910623543,0.16293016993605525,0.03243131111856105,0.030830321370816077,0.03670715127129442,0.36777946643069753
2020-05-13 00:22:00,0.08176886256747366,0.33009635875955323,0.3478169443265802,0.15958755574010192,0.024314201908269953,0.03139384540929163,0.03174942494956904,0.3513757876752165
2020-05-13 00:23:00,0.09700602395840492,0.34566300190109717,0.3248863966514667,0.15836987282624856,0.03358732592032189,0.03872358798703696,0.04124568396604289,0.35094907009091264
2020-05-13 00:24:00,0.06126465246344705,0.36117909897059064,0.3347533860424472,0.17051407454560188,0.021758960694432092,0.026143113252829114,0.030489558518520896,0.35709013221211877
2020-05-13 00:25:00,0.08309947391873798,0.3601524778031812,0.340701831351246,0.16332659068366134,0.024988781996448252,0.02620945418502454,0.030583347841278932,0.36110589507646185
2020-05-13 00:26:00,0.048611387759300545,0.3323213522933671,0.31077451188288413,0.15837969111097622,0.02060825546668299,0.02973644139209862,0.039142047608568875,0.3796223876189868
2020-05-13 00:27:00,0.03902315166610381,0.30483409960803576,0.3012147052990684,0.16893808995828682,0.035131584481538296,0.0374084018804241,0.041378093151789704,0.3659455713201706
2020-05-13 00:28:00,0.11150737209079031,0.3612046215843025,0.3387052492036267,0.1719310108517993,0.02484671604767779,0.027508836688429635,0.03168862871927682,0.34742316704930576
2020-05-13 00:29:00,0.13137031222335976,0.37708762747812313,0.3252356589954623,0.16186910797284876,0.019468051920256593,0.024087092128136964,0.027537950946071376,0.3731250213829537
2020-05-13 00:30:00,0.08924019532055251,0.31698563011063,0.31486530018207,0.1621708027290749,0.025490012753841777,0.034163964963521955,0.03869553508775716,0.3592520870083999
2020-05-13 00:31:00,0.10104992846300427,0.34267880614037444,0.32051290235434915,0.17453595602031177,0.020885189836435423,0.02634990687119355,0.029790098303405815,0.36356532419829174
2020-05-13 00:32:00,0.04534273711401945,0.3511011226200061,0.33599052330326484,0.1774449749480419,0.016093529431911398,0.02090347267646221,0.0233552915581678,0.36617251954458846
2020-05-13 00:33:00,0.08898570526152971,0.37641806442119274,0.31758909668312374,0.16011913139322875,0.024448222426797197,0.030482281528085783,0.02920770863872733,0.36851643588917316
2020-05-13 00:34:00,0.05908923527037932,0.37065312708321174,0.3341409008105491,0.16367598348499426,0.01935712589956811,0.02451786661637956,0.02768952687018705,0.37394745193295525
2020-05-13 00:35:00,0.057483109405378305,0.3308694386845648,0.33133247927516163,0.1592140734405,0.019656690910577427,0.024222850067178475,0.036718092960258644,0.3717405544456967
2020-05-13 00:36:00,0.06841473361937965,0.33824600301370206,0.3133176308675397,0.16314939382798718,0.029400109775139984,0.03401074584902406,0.03924791810233871,0.3636605854278045
2020-05-13 00:37:00,0.033774114669791355,0.34142440287365106,0.301456951259533,0.18025432429975008,0.019579372152553474,0.02570641531937005,0.03343887770002846,0.38469577761265195
2020-05-13 00:38:00,0.005514053034121839,0.4063957971182743,0.3426331232057312,0.162298155555618,0.026808374517504844,0.03227809617755685,0.03706975994613763,0.344693725898225
2020-05-13 00:39:00,0.05847733392089654,0.39003298962778676,0.31678212251130455,0.200104686164622,0.017047462896982078,0.02407360038006696,0.02563844608123625,0.34958675041806236
2020-05-13 00:40:00,0.0846203079178886,0.367927638908284,0.3228995807655719,0.1494181063401723,0.0363813937930265,0.03691991209202496,0.046267101840087095,0.3562913363876428
2020-05-13 00:41:00,0.042128523296413804,0.2902715310328795,0.3302434469659151,0.17670629244073616,0.022251124488550583,0.028413648977546526,0.02952659203323456,0.34666997639061925
2020-05-13 00:42:00,0.0681305932854098,0.32767106682817704,0.3335104326868682,0.16182767307607954,0.01565401901400515,0.022401431619784588,0.023172879278716463,0.38234682859630653
2020-05-13 00:43:00,0.06349675884339749,0.3531268260995152,0.30743069373554954,0.15295073994055186,0.020701533443270585,0.03128985340532465,0.040157555943580794,0.38616349505252745
